1.002269, 1.022604, 1
2.003872, 2.025231, 2
3.002323, 3.003213, 3
3.025309, 3.040108, 2
4.040419, 4.055376, 2
5.055654, 5.080127, 2
6.080475, 6.095730, 2
7.096065, 7.111519, 2
8.111794, 8.127051, 2
9.127298, 9.143463, 2
10.143831, 10.159093, 2
11.159404, 11.174003, 2
12.174266, 12.174285, 2

